Day,Date,Value,Name,Measure
11,2019-10-25,2.34999990463257,Inovio Pharmaceuticals,Open
11,2019-10-25,6947300,Johnson & Johnson,Volume
11,2019-10-25,231500,BioNTech,Volume
11,2019-10-25,16.4300003051758,Moderna,Low
11,2019-10-25,47.6699981689453,Astrazeneca,Close
11,2019-10-25,17.5699996948242,BioNTech,Close
11,2019-10-25,17.1000003814697,Moderna,High
11,2019-10-25,47.1100006103516,Astrazeneca,Low
11,2019-10-25,16.7299995422363,Moderna,Open
11,2019-10-25,127.830001831055,Johnson & Johnson,Open
11,2019-10-25,737000,Moderna,Volume
11,2019-10-25,4.26999998092651,Novavax,Low
11,2019-10-25,4.46999979019165,Novavax,Close
11,2019-10-25,2669400,Astrazeneca,Volume
11,2019-10-25,47.4199981689453,Astrazeneca,Open
11,2019-10-25,4.5,Novavax,High
11,2019-10-25,18.5,BioNTech,High
11,2019-10-25,2.36999988555908,Inovio Pharmaceuticals,Close
11,2019-10-25,381700,Novavax,Volume
11,2019-10-25,121.835632324219,Johnson & Johnson,Adj_Close
11,2019-10-25,2.40000009536743,Inovio Pharmaceuticals,High
11,2019-10-25,17.5699996948242,BioNTech,Adj_Close
11,2019-10-25,2.36999988555908,Inovio Pharmaceuticals,Adj_Close
11,2019-10-25,4.46999979019165,Novavax,Adj_Close
11,2019-10-25,47.7200012207031,Astrazeneca,High
11,2019-10-25,17.0100002288818,Moderna,Close
11,2019-10-25,2.29999995231628,Inovio Pharmaceuticals,Low
11,2019-10-25,127.309997558594,Johnson & Johnson,Low
11,2019-10-25,516100,Inovio Pharmaceuticals,Volume
11,2019-10-25,129.100006103516,Johnson & Johnson,High
11,2019-10-25,16.75,BioNTech,Low
12,2019-10-28,16.4599990844727,BioNTech,Close
12,2019-10-28,16.4599990844727,BioNTech,Low
12,2019-10-28,128.509994506836,Johnson & Johnson,Low
12,2019-10-28,911300,Novavax,Volume
12,2019-10-28,4.5,Novavax,Open
12,2019-10-28,652400,Moderna,Volume
12,2019-10-28,18.1800003051758,BioNTech,High
12,2019-10-28,2.41000008583069,Inovio Pharmaceuticals,High
12,2019-10-28,2.36999988555908,Inovio Pharmaceuticals,Open
12,2019-10-28,49,Astrazeneca,High
12,2019-10-28,253000,BioNTech,Volume
12,2019-10-28,47.75,Astrazeneca,Close
12,2019-10-28,2.3199999332428,Inovio Pharmaceuticals,Adj_Close
12,2019-10-28,628800,Inovio Pharmaceuticals,Volume
12,2019-10-28,47.5900001525879,Astrazeneca,Low
12,2019-10-28,17.0100002288818,Moderna,Open
12,2019-10-28,4.6399998664856,Novavax,Adj_Close
12,2019-10-28,2.3199999332428,Inovio Pharmaceuticals,Close
12,2019-10-28,2.24000000953674,Inovio Pharmaceuticals,Low
12,2019-10-28,4.76000022888184,Novavax,High
12,2019-10-28,4.6399998664856,Novavax,Close
12,2019-10-28,16.8090000152588,Moderna,Low
12,2019-10-28,129.179992675781,Johnson & Johnson,Close
12,2019-10-28,4.40000009536743,Novavax,Low
12,2019-10-28,17.0300006866455,Moderna,Close
12,2019-10-28,16.4599990844727,BioNTech,Adj_Close
12,2019-10-28,47.689998626709,Astrazeneca,Open
12,2019-10-28,128.619995117188,Johnson & Johnson,Open
12,2019-10-28,17.1499996185303,Moderna,High
12,2019-10-28,7876300,Johnson & Johnson,Volume
12,2019-10-28,17.0300006866455,Moderna,Adj_Close
12,2019-10-28,17.0799999237061,BioNTech,Open
12,2019-10-28,122.623512268066,Johnson & Johnson,Adj_Close
12,2019-10-28,130,Johnson & Johnson,High
12,2019-10-28,4679800,Astrazeneca,Volume
12,2019-10-28,45.1829071044922,Astrazeneca,Adj_Close
13,2019-10-29,129.699996948242,Johnson & Johnson,Open
13,2019-10-29,591500,Inovio Pharmaceuticals,Volume
13,2019-10-29,2.39000010490417,Inovio Pharmaceuticals,High
13,2019-10-29,17.2849998474121,BioNTech,High
13,2019-10-29,2264200,Astrazeneca,Volume
13,2019-10-29,578000,Novavax,Volume
13,2019-10-29,16.9899997711182,Moderna,Adj_Close
13,2019-10-29,129.970001220703,Johnson & Johnson,High
13,2019-10-29,4.5,Novavax,Close
13,2019-10-29,47.810001373291,Astrazeneca,High
13,2019-10-29,2.32999992370605,Inovio Pharmaceuticals,Open
13,2019-10-29,16.6299991607666,BioNTech,Low
13,2019-10-29,122.566551208496,Johnson & Johnson,Adj_Close
13,2019-10-29,4.40000009536743,Novavax,Low
13,2019-10-29,4.71000003814697,Novavax,High
13,2019-10-29,2.20000004768372,Inovio Pharmaceuticals,Close
13,2019-10-29,4506300,Johnson & Johnson,Volume
13,2019-10-29,751700,Moderna,Volume
13,2019-10-29,45.0315017700195,Astrazeneca,Adj_Close
13,2019-10-29,16.9200000762939,BioNTech,Open
13,2019-10-29,47.5900001525879,Astrazeneca,Close
13,2019-10-29,2.20000004768372,Inovio Pharmaceuticals,Adj_Close
13,2019-10-29,16.9899997711182,Moderna,Close
13,2019-10-29,129.119995117188,Johnson & Johnson,Close
13,2019-10-29,17.1550006866455,Moderna,High
13,2019-10-29,47.4199981689453,Astrazeneca,Open
13,2019-10-29,16.6599998474121,Moderna,Low
13,2019-10-29,17,BioNTech,Close
13,2019-10-29,136700,BioNTech,Volume
13,2019-10-29,128.559997558594,Johnson & Johnson,Low
13,2019-10-29,2.19000005722046,Inovio Pharmaceuticals,Low
13,2019-10-29,4.5,Novavax,Adj_Close
13,2019-10-29,17,BioNTech,Adj_Close
13,2019-10-29,16.9599990844727,Moderna,Open
13,2019-10-29,47.1399993896484,Astrazeneca,Low
13,2019-10-29,4.6399998664856,Novavax,Open
14,2019-10-30,94100,BioNTech,Volume
14,2019-10-30,2.19000005722046,Inovio Pharmaceuticals,Adj_Close
